;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
513;513;Fast Cars And Freedom;Rascal Flatts;2005;81;1.0;2846623.0;Country;English;0.0;"Starin' at you takin' off your makeup
Wondering why you even put it on
I know you think you do but baby you don't need it
Wish that you could see what I see when it's gone

I see a dust trail following an old red Nova
Baby blue eyes, your head on my shoulder
Wait, baby don't move, right here it is
T-shirt hanging off a dogwood branch
That river was cold but we gave love a chance
Yeah to me
You don't look a day over fast cars and freedom
That sunset river bank first time feeling";0.372408;0.513928;0.122027;0.026029;0.051355;-0.396801
514;514;Incomplete;Backstreet Boys;2005;215;1.0;30489942.0;Adult Contemporary;English;0.0;"Empty spaces fill me up with holes
Distant faces with no place left to go
Without you, within me I can find no rest
Where I'm going is anybody's guess

I tried to go on like I never knew you
I'm awake but my world is half asleep
I pray for this heart to be unbroken
But without you all I'm going to be is, incomplete

Voices tell me I should carry on";0.707967;0.024642;0.353821;0.041751;0.133608;-0.783804
515;515;So Seductive;Tony Yayo Featuring 50 Cent;2005;3;1.0;32048469.0;Hip Hop/Rap;English;0.0;"(TONY YAYO VERSE)

Aww nigga do you know what this is
One shot one kill whats the deal G-UNIT! (here we go now!)
Aww nigga do you know who you with
It's tony yayo up in this bitch
Got them german lugers with them hollow tips
See shot lugers with an extra clip

(50 CENT VERSE)
50 cent back on that gangsta shit
On my way ot to flip them bricks
In that big body benz you know its oh 6
Got your bitch on my dick i stack them chips
And a flash as a f**k my jewels so sick
From a block away you can see them kid
Dont front mothaf**ka you know my style
I dont go nowhere without my 40 cal
Im on the low shorty gotta thing for the kid
And you know im feelin to take her back to the crib
Here we go imma show her how a playa live
At the door i tell her to take her clothes off... shit

(HOOK)
(50 CENT) - shorty so seductive dancin on me
Its the way that she move that makin me horny
If i wake up next to her in the morning
Im a turn over and tell her lets do it again
(YAYO) - shorty so seductive dancin on me";0.12424;0.01229;0.217905;0.073291;0.773915;-0.636812
516;516;Inside Your Heaven;Bo Bice;2005;154;1.0;3859717.0;Rock;English;0.0;"I've been down
Now I'm blessed
I felt a revelation coming around
I guess its right, it's so amazing
Everytime I see you I'm alive
You're all I've got
You lift me up
All my dreams are in your eyes

I wanna be inside your heaven
Take me to the place you cry from
When the storm blows your way
I wanna be earth that holds you
Every bit of air you're breathin' in
A soothin' wind
I wanna be inside your heaven
";0.305963;0.574053;0.103067;0.004044;0.088875;0.811721
517;517;Slow Down;Bobby Valentino;2005;227;1.0;16914968.0;;English;0.0;"Tim and Bob
Bobby Valentino
You know how we do
It's another one

I saw you walking
Down on Melrose
You looked like an angel
Straight out of heaven, girl
I was blown away by
Your sexiness
All I have to do is catch up to you

Slow down
I just wanna get to know you
But don't turn around
Cause that pretty round thing looks good to me
Slow down
Never seen anything so lovely
Now turn around
And bless me with your beauty, cutie

A butterfly tattoo
Right above your navel
Your belly button's pierced too
Just like I like it girl
Come take a walk with me
You'll be impressed by
The game that I kick to you
It's over and for real";0.169415;0.714533;0.05607;0.046124;0.06729;0.764919
518;518;Boulevard Of Broken Dreams;Green Day;2005;134;1.0;15914816.0;Alternative;English;0.0;"I walk a lonely road
The only one that I have ever known
Don't know where it goes
But it's home to me, and I walk alone

I walk this empty street
On the Boulevard of Broken Dreams
Where the city sleeps
And I'm the only one, and I walk alone

I walk alone, I walk alone
I walk alone, I walk a-

My shadow's the only one that walks beside me
My shallow heart's the only thing that's beating
Sometimes I wish someone out there will find me
Till then I walk alone";0.651714;0.020344;0.493927;0.019326;0.076186;-0.825285
519;519;Trapped In The Closet;R. Kelly;2005;78;1.0;86359921.0;Pop;English;0.0;"Belive it or not, I just started laughing.
Shaking my head and just kept on laughing.
Thinking about all the things I had been through that day.
She cries ""What? Why do you have that smile upon your face?""
Then I laughed out said ""Thinking about the things that I've been through.""
She wipes her nose and she sniggles and laughs out ""I've been through it too.""
Then I start laughing again, and she start laughing more.
Then next thing you know we both are cracking up on the floor.

She laughs ""I can't believe this idiot really answered my phone.""
Now meanwhile Twan just got out of prison and he's on his way home.
Then she laughs ""Baby I'm sorry for all the lies and all the bullshit.""
Then I say ""Girl just wait till I tell you all the drama that I've been dealing wit.""
She laughs ""I wanna hear it all.""
Then I laugh and say ""Baby first of all.
I got a hangover, been trapped in the closet, slept wit who knows, threatened to kill a pastor.""
She says ""What?!
""Baby this is no lie he had a lover turns out to be a gay guy.!";0.637596;0.594263;0.463804;0.184626;0.564994;-0.426351
520;520;Wait (The Whisper Song);Ying Yang Twins;2005;162;1.0;16088016.0;Hip Hop/Rap;English;0.0;"Hey how you doin lil mama? lemme whisper in your ear
Tell you sumthing that you might like to hear
You got a sexy ass body and your ass look soft
Mind if I touch it? and see if its soft
Naw I'm jus playin' unless you say I can
And im known to be a real nasty man
And they say a closed mouth dont get fed
So I don't mind asking for head
You heard what I said, we need to make our way to the bed
And you can start usin' yo head
You like to fuck, have yo legs open all in da butt
Do it up slappin ass cuz the sex gets rough
Switch the positions and ready to get down to business
So you can see what you've been missin'
You might had some but you never had none like this
Just wait til you see my dick

Ay bitch! wait til you see my dick
Wait til you see my dick
Ay bitch! wait til you see my dick
Imma beat dat pussy up
Ay bitch! wait til you see my dick";0.130468;0.515764;0.102738;0.277955;0.629872;-0.75726
522;522;Untitled (How Can This Happen To Me?);Simple Plan;2005;3;1.0;16276996.0;;English;0.0;"I open my eyes
I try to see but I'm blinded by the white light
I can't remember how
I can't remember why
I'm lying here tonight

And I can't stand the pain
And I can't make it go away
No I can't stand the pain

How could this happen to me
I've made my mistakes
I've got no where to run
The night goes on
As I'm fading away";0.748357;0.013857;0.36847;0.023746;0.111535;-0.53157
523;523;1, 2 Step;Ciara Featuring Missy Elliott;2005;66;1.0;35785463.0;R&B/Soul;English;0.0;"Ladies and gentlemen (ladies and gentlemen, ooh-wee)
This is a Jazze Phizzle Productshizzle (Jazze Phizzle)
Missy (Missy)
The princess is here (ooh-wee)
(She's here) Ciara

(This beat is)
Automatic, supersonic, hypnotic, funky fresh
Work my body, so melodic
This beat flows right through my chest
Everybody, Ma and Papi came to party
Grab somebody, work your body, work your body
Let me see you 1, 2 step (here we go)

Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see ya
1, 2 Step
I love it when ya
1, 2 Step
Everybody
1, 2 Step
We about to get it on

(This beat is)
Outrageous, so contagious, make you crave it
(Jazze made it)
So retarded, top-charted
Ever since the day I started
Strut my stuff and yes I flaunt it
Goodies make the boys jump on it";0.006822;0.702037;0.048246;0.006432;0.034927;0.988832
524;524;Sugar (Gimme Some);Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo;2005;107;1.0;16273973.0;;English;0.0;"Uh huh, yeah, aw, man
I got a sweet tooth, can you dig it?
After this one you gon' need a root canal
I love sugar all of it

This one for all the nice clean
Decent women
Lay it on me, girl
Pay close attention

She put that sugar on my tongue
She's gonna gimme, gimme some
She put it right there on my tongue
(Sweet, sweet, lover, lover)
Right there on my tongue
(She turns me on, like no other)

And gimme some of your butter pecan
Put it right there on tip of my tongue, put it
Right yeah, 'cuz, baby, if I bite you
I bet you like it

French Vanilla's a hell of a flavor for me
With strawberries, two cherries and whipped cream
The best dreams are the wet dreams
And uh, the rest is just a flick without a sex scene

Orally, I speak the truth
'Cuz the blacker the berry
The sweeter the juice
Cuz, Florida oranges and Georgia peaches

When they nice and ripe
They the best for eatin'
All these southern boys be cravin'
For a whole slice of pie after they main course

So if you game for it
I came for it
I got a thang for ya
That I can't ignore
";0.095298;0.760025;0.030029;0.082094;0.078255;0.590095
525;525;Hate It Or Love It;The Game Featuring 50 Cent;2005;167;1.0;36207648.0;Hip Hop/Rap;English;0.0;"Yeah, let's take 'em back

Coming up I was confused, my mommy kissing a girl
Confusion occurs coming up in the cold world
Daddy ain't around, probably out committing felonies
My favorite rapper used to sing, ""Check check out my melody""
I wanna live good so, shit, I sell dope for a four finger ring
One of them gold ropes
Nana told me if I passed I'd get a sheepskin coat
If I can move a few packs I'd get the hat, now that'd be dope
Tossed and turned in my sleep that night
Woke up the next morning, niggas had stole my bike
Different day, same shit, ain't nothing good in the hood
I'd run away from this bitch and never come back if I could

Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me
Hate it or love it, the underdog's on top
And I'm gon' shine, homie, until my heart stop
Go 'head envy me, I'm rap's M.V.P
And I ain't going nowhere, so you can get to know me

(G-G-G-G-G-Unit!) On the grill of my lowrider
Guns on both sides, right above the gold wires";;;;;;
526;526;Making Memories Of Us;Keith Urban;2005;68;1.0;2753222.0;Country;English;0.0;"I'm gonna be here for you baby
I'll be a man of my word
Speak the language in a voice that you have never heard

I wanna sleep with you forever
And I wanna die in your arms
In a cabin by a meadow where the wild bees swarm

And I'm gonna love you
Like nobody loves you
And I'll earn your trust
Makin' memories of us

I wanna honor your mother
And I wanna learn from your pa
I wanna steal your attention
Like a bad outlaw
";;;;;;
527;527;Live Like You Were Dying;Tim McGraw;2005;49;1.0;2663762.0;Country;English;0.0;"He said I was in my early forties, with a lot of life before me
And one moment came that stopped me on a dime
I spent most of the next days, looking at the x-rays
Talking bout' the options and talking bout' sweet times.
I asked him when it sank in, that this might really be the real end
How's it hit 'cha when you get that kind of news?
Man what did ya do?
He said

I went skydiving
I went rocky mountain climbing
I went two point seven seconds on a bull named Fu Man Chu
And I loved deeper
And I spoke sweeter
And I gave forgiveness I'd been denyin'
And he said some day I hope you get the chance
To live like you were dyin'
";;;;;;
528;528;Candy Shop;50 Cent Featuring Olivia;2005;85;1.0;32048541.0;Hip Hop/Rap;English;0.0;"Yeah
Uh-huh
So seductive

I'll take you to the candy shop
I'll let you lick the lollipop
Go 'head girl don't you stop
Keep going 'til you hit the spot, whoa
I'll take you to the candy shop (yeah)
Boy, one taste of what I got (uh-huh)
I'll have you spending all you got (come on)
Keep going 'til you hit the spot, whoa

You could have it your way, how do you want it?
You gon' back that thing up, or should I push up on it?
Temperature rising, okay, let's go to the next level
Dance floor jam-packed, hot as a tea kettle
I break it down for you now, baby it's simple
If you be a nympho, I'll be a nympho
In the hotel, or in the back of the rental
On the beach or in the park, it's whatever you into
Got the magic stick, I'm the love doctor
Have your friends teasing you about how sprung I got you
When you show me what you working, baby, no problem
Get on top, get your bounce around like a low rider
I'm a seasoned vet when it come to this shit";;;;;;
